objectid,topoid,poigroup,poitype,poiname,poilabel,urbanity,lon,lat,sa2_code,sa2_name
27278,504395367,3,Park,PLUMB RESERVE,PLUMB RESERVE,U,151.25189407098316,-33.8887799329219,118011347,Woollahra
27287,504395385,3,Sports Court,COOPER PARK TENNIS COURTS,COOPER PARK TENNIS COURTS,U,151.25139192711242,-33.88677224323295,118011347,Woollahra
53083,511748491,8,Suburb,BELLEVUE HILL,BELLEVUE HILL,U,151.25372024893773,-33.882225775636,118011649,Bellevue Hill
53086,511748494,8,Suburb,WOOLLAHRA,WOOLLAHRA,U,151.24265374934075,-33.888358948295135,118011347,Woollahra
70536,512862491,1,Community Facility,HOLDSWORTH COMMUNITY CENTRE,HOLDSWORTH COMMUNITY CENTRE,U,151.23795700040424,-33.886492997329064,118011347,Woollahra
106759,515398470,3,Park,PAT THOMPSON PARK,PAT THOMPSON PARK,U,151.23786131006355,-33.88639459958277,118011347,Woollahra
109201,515789793,1,Nursing Home,ST VINCENT'S CARE SERVICES EDGECLIFF,ST VINCENT'S CARE SERVICES EDGECLIFF,U,151.2383204542766,-33.880870116536144,118011650,Double Bay - Darling Point
109333,515791081,1,Nursing Home,UNITING RONALD COLEMAN LODGE WOOLLAHRA,UNITING RONALD COLEMAN LODGE WOOLLAHRA,U,151.23988954517662,-33.889401208445825,118011347,Woollahra
109417,515791819,1,Retirement Village,LOUGH NEAGH,LOUGH NEAGH,U,151.24918755842322,-33.88776918079012,118011347,Woollahra
115773,517014446,2,Primary School,WOOLLAHRA PUBLIC SCHOOL,WOOLLAHRA PUBLIC SCHOOL,U,151.2410367908125,-33.88651665339868,118011347,Woollahra
120335,517208775,1,Retirement Village,ANGLICARE GOODWIN VILLAGE,ANGLICARE GOODWIN VILLAGE,U,151.23775710369392,-33.883745071489386,118011347,Woollahra
123619,517331787,1,Embassy,CONSULATE-GENERAL OF BARBADOS,CONSULATE-GENERAL OF BARBADOS,U,151.25119360784373,-33.884521333860704,118011649,Bellevue Hill
123648,517331854,1,Embassy,CONSULATE-GENERAL FEDERAL REPUBLIC OF GERMANY,CONSULATE-GENERAL FEDERAL REPUBLIC OF GERMANY,U,151.2398423315219,-33.883517673384716,118011347,Woollahra
123706,517332403,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF POLAND,CONSULATE-GENERAL OF THE REPUBLIC OF POLAND,U,151.2402738489467,-33.88393596810703,118011347,Woollahra
123709,517332407,1,Community Facility,CONSULATE-GENERAL OF THE RUSSIAN FEDERATION,CONSULATE-GENERAL OF THE RUSSIAN FEDERATION,U,151.24108144965857,-33.884521746259374,118011347,Woollahra
123711,517332409,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF SERBIA,CONSULATE-GENERAL OF THE REPUBLIC OF SERBIA,U,151.23962761799936,-33.88416879863973,118011347,Woollahra
123726,517332557,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF TURKEY,CONSULATE-GENERAL OF THE REPUBLIC OF TURKEY,U,151.23900324036785,-33.885291008002156,118011347,Woollahra
133764,517589538,3,Park,MARCH STREET RESERVE,MARCH STREET RESERVE,U,151.25316831863725,-33.88259449079881,118011649,Bellevue Hill
133768,517589542,3,Park,EPPING RESERVE,EPPING RESERVE,U,151.24658200751801,-33.88308020385332,118011650,Double Bay - Darling Point
133786,517589720,3,Park,ELM'S RESERVE,ELM'S RESERVE,U,151.24068818160015,-33.8883391376413,118011347,Woollahra
2470,500280379,3,Park,ROSE BAY PARK,ROSE BAY PARK,U,151.25313376224491,-33.86959003305632,118011649,Bellevue Hill
24888,504330483,3,Sports Field,,OVAL,U,151.25232194843448,-33.870959397641045,118011649,Bellevue Hill
25132,504331473,3,Park,DUFF RESERVE,DUFF RESERVE,U,151.251095398627,-33.86432330948772,118011649,Bellevue Hill
25134,504331475,1,Local Government Chambers,WOOLLAHRA MUNICIPAL COUNCIL,WOOLLAHRA MUNICIPAL COUNCIL,U,151.24762322769587,-33.872611118108814,118011649,Bellevue Hill
26629,504378827,3,Park,FOSTER PARK,FOSTER PARK,U,151.24663723504338,-33.87470240595647,118011649,Bellevue Hill
26630,504378829,3,Park,DAVID JOEL RESERVE,DAVID JOEL RESERVE,U,151.24940762410824,-33.87565369907343,118011649,Bellevue Hill
26636,504378843,1,Post Office,DOUBLE BAY POST OFFICE,DOUBLE BAY POST OFFICE,U,151.24485617227904,-33.87732788351402,118011649,Bellevue Hill
27284,504395380,3,Park,BELLEVUE PARK,BELLEVUE PARK,U,151.26064888555385,-33.88711636113417,118011649,Bellevue Hill
27285,504395381,2,Combined Primary-Secondary School,THE SCOTS COLLEGE,THE SCOTS COLLEGE,U,151.2532123585441,-33.875411949819224,118011649,Bellevue Hill
30355,504650812,4,Marina,ROYAL MOTOR YACHT CLUB MARINA,ROYAL MOTOR YACHT CLUB MARINA,U,151.25429540428152,-33.86709204927496,118011649,Bellevue Hill
52087,511718668,6,Beach,LADY MARTINS BEACH,LADY MARTINS BEACH,U,151.25335406149196,-33.8649353428686,118011649,Bellevue Hill
52088,511718669,7,Headland,WOOLLAHRA POINT,WOOLLAHRA POINT,U,151.2561546770695,-33.864102643086824,118011649,Bellevue Hill
52089,511718670,7,Headland,POINT PIPER,POINT PIPER,U,151.252288673938,-33.86404786446598,118011649,Bellevue Hill
52872,511739029,6,Beach,SEVEN SHILLINGS BEACH,SEVEN SHILLINGS BEACH,U,151.24850792721526,-33.87143063409683,118011649,Bellevue Hill
53287,511754177,8,Suburb,POINT PIPER,POINT PIPER,U,151.2512250084545,-33.869314641574846,118011649,Bellevue Hill
72056,513096408,4,Marina,POINT PIPER MARINA,POINT PIPER MARINA,U,151.25342074433377,-33.868371012676654,118011649,Bellevue Hill
72057,513096630,3,Club,ROYAL PRINCE EDWARD YACHT CLUB,ROYAL PRINCE EDWARD YACHT CLUB,U,151.25324198498217,-33.86529102475194,118011649,Bellevue Hill
106767,515398634,3,Park,BUNGAREE RESERVE,BUNGAREE RESERVE,U,151.25336164506962,-33.87067973898563,118011649,Bellevue Hill
115836,517014510,2,Primary School,BELLEVUE HILL PUBLIC SCHOOL,BELLEVUE HILL PUBLIC SCHOOL,U,151.25958902892714,-33.886863263061045,118011649,Bellevue Hill
115837,517014511,2,Primary School,THE SCOTS COLLEGE PREPARATORY SCHOOL,THE SCOTS COLLEGE PREPARATORY SCHOOL,U,151.25346110024967,-33.87959919509482,118011649,Bellevue Hill
115930,517014607,2,Combined Primary-Secondary School,CRANBROOK SCHOOL,CRANBROOK SCHOOL,U,151.25163778163264,-33.8723837470179,118011649,Bellevue Hill
117741,517087988,1,Post Office,BELLEVUE HILL POST OFFICE,BELLEVUE HILL POST OFFICE,U,151.2587821540541,-33.88661947914733,118011649,Bellevue Hill
120693,517210933,1,Nursing Home,BERESFORD HALL,BERESFORD HALL,U,151.25509145086215,-33.87161589195896,118011649,Bellevue Hill
122164,517233606,2,Primary School,THE SCOTS COLLEGE EARLY LEARNING CENTRE,THE SCOTS COLLEGE EARLY LEARNING CENTRE,U,151.25307214410466,-33.879911544502576,118011649,Bellevue Hill
123645,517331845,1,Embassy,CONSULATE OF FINLAND,CONSULATE OF FINLAND,U,151.24755724374333,-33.87381400355904,118011649,Bellevue Hill
123687,517332243,1,Embassy,CONSULATE OF MALAYSIA,CONSULATE OF MALAYSIA,U,151.25337358457801,-33.87752727881453,118011649,Bellevue Hill
126622,517400609,4,Slipway,,Slipway,U,151.2454986572517,-33.873658854933645,118011650,Double Bay - Darling Point
126645,517400717,4,Slipway,,Slipway,S,151.25354828354455,-33.86851253533701,118011649,Bellevue Hill
133767,517589541,3,Park,BLACKBURN GARDENS,BLACKBURN GARDENS,U,151.24749307079435,-33.87219546712307,118011649,Bellevue Hill
133827,517589861,1,Community Facility,WOOLLAHRA LOCAL HISTORY CENTRE,WOOLLAHRA LOCAL HISTORY CENTRE,U,151.24644233116945,-33.87495455336872,118011649,Bellevue Hill
141785,518353757,3,Historic Site,CHINESE BOATSHED,CHINESE BOATSHED,U,151.2500214959425,-33.86988045678149,118011649,Bellevue Hill
141786,518353758,3,Historic Site,SITE OF WHARF WINGADAL PLACE,SITE OF WHARF WINGADAL PLACE,U,151.24890046045167,-33.867505396421635,118011649,Bellevue Hill
141787,518353759,3,Historic Site,REMAINS OF WESTERN ROSE BAY FERRY WHARF,REMAINS OF WESTERN ROSE BAY FERRY WHARF,S,151.25518020351393,-33.87104163312074,118011649,Bellevue Hill
160579,500280390,1,Police Station,ROSE BAY POLICE STATION,ROSE BAY POLICE STATION,U,151.2526678779723,-33.86981125512375,118011649,Bellevue Hill
160694,518461079,6,Beach,BELLAMY BEACH,BELLAMY BEACH,S,151.25349511855114,-33.869445452583385,118011649,Bellevue Hill
161913,518465389,1,Library,DOUBLE BAY LIBRARY-ST BRIGIDS,DOUBLE BAY LIBRARY-ST BRIGIDS,U,151.24852894779286,-33.872479213309646,118011649,Bellevue Hill
163830,504395411,3,Swimming Pool Facility,,Swimming Pool Facility,U,151.2537548942633,-33.87382270753043,118011649,Bellevue Hill
2523,500295315,3,Park,DOUBLE BAY PARK,DOUBLE BAY PARK,U,151.2415656658512,-33.87396769975142,118011650,Double Bay - Darling Point
2586,500300615,1,Place Of Worship,ST MARK'S CHURCH,ST MARK'S CHURCH,U,151.2364036327166,-33.87474287787584,118011650,Double Bay - Darling Point
3097,500324207,3,Park,RUSHCUTTERS BAY PARK,RUSHCUTTERS BAY PARK,U,151.23115827904277,-33.8755617290373,118011650,Double Bay - Darling Point
25133,504331474,1,Library,WOOLLAHRA LIBRARY,WOOLLAHRA LIBRARY,U,151.24383314927394,-33.87771886579072,118011650,Double Bay - Darling Point
25136,504331478,3,Park,MCKELL PARK,MCKELL PARK,U,151.23956400919243,-33.86691172095773,118011650,Double Bay - Darling Point
25137,504331479,3,Park,YARRANABBE PARK,YARRANABBE PARK,S,151.23559252677853,-33.87040450914451,118011650,Double Bay - Darling Point
25138,504331481,3,Park,SIR DAVID MARTIN RESERVE,SIR DAVID MARTIN RESERVE,S,151.23510054824357,-33.87270007659331,118011650,Double Bay - Darling Point
26628,504378825,3,Park,,Park,U,151.2360750846812,-33.874203381227744,118011650,Double Bay - Darling Point
26633,504378837,1,Community Facility,DOUBLE BAY SAILING CLUB,DOUBLE BAY SAILING CLUB,S,151.24226039234918,-33.87345295204943,118011650,Double Bay - Darling Point
26634,504378838,3,Club,AUSTRALIAN 18 FOOTERS LEAGUE,AUSTRALIAN 18 FOOTERS LEAGUE,S,151.24254276697894,-33.873580321360215,118011650,Double Bay - Darling Point
26635,504378842,1,Place Of Worship,THE VILLAGE CHURCH,THE VILLAGE CHURCH,U,151.24413330785134,-33.87654540866802,118011650,Double Bay - Darling Point
36332,505141031,4,Wharf,DOUBLE BAY WHARF,DOUBLE BAY WHARF,S,151.24250223140012,-33.873332674051134,118011650,Double Bay - Darling Point
52873,511739030,7,Headland,DARLING POINT,DARLING POINT,U,151.24013376835626,-33.866750512748204,118011650,Double Bay - Darling Point
53142,511751709,8,Suburb,DOUBLE BAY,DOUBLE BAY,U,151.24132658732313,-33.87853621917109,118011650,Double Bay - Darling Point
53319,511754970,8,Suburb,DARLING POINT,DARLING POINT,U,151.2381902883919,-33.87087059099105,118011650,Double Bay - Darling Point
108262,515680701,3,Club,CRUISING YACHT CLUB OF AUSTRALIA,CRUISING YACHT CLUB OF AUSTRALIA,U,151.23375042888054,-33.874196828292845,118011650,Double Bay - Darling Point
115774,517014447,2,Primary School,DOUBLE BAY PUBLIC SCHOOL,DOUBLE BAY PUBLIC SCHOOL,U,151.24077659379043,-33.87499030181874,118011650,Double Bay - Darling Point
123655,517331907,1,Embassy,CONSULATE-GENERAL OF ICELAND,CONSULATE-GENERAL OF ICELAND,U,151.2355013001665,-33.87299200679349,118011650,Double Bay - Darling Point
126593,517400532,4,Slipway,,Slipway,U,151.23459041655326,-33.873227024177076,118011650,Double Bay - Darling Point
126594,517400533,4,Slipway,,Slipway,U,151.23464895167547,-33.87320811024698,118011650,Double Bay - Darling Point
126621,517400597,4,Slipway,,Slipway,S,151.235073037338,-33.87225601045241,118011650,Double Bay - Darling Point
128931,517417654,1,Community Medical Centre,DOUBLE BAY EARLY CHILDHOOD HEALTH CENTRE,DOUBLE BAY EARLY CHILDHOOD HEALTH CENTRE,U,151.2446070011788,-33.87642700404974,118011650,Double Bay - Darling Point
132359,517571499,1,Community Medical Centre,RUSHCUTTERS BAY DEMENTIA DAY CARE CENTRE,RUSHCUTTERS BAY DEMENTIA DAY CARE CENTRE,U,151.23528406776785,-33.87270065910324,118011650,Double Bay - Darling Point
133770,517589570,3,Park,GUILFOYLE PARK,GUILFOYLE PARK,U,151.2410815215237,-33.87629914152538,118011650,Double Bay - Darling Point
133847,517589928,3,Monument,DOUBLE BAY WAR MEMORIAL,DOUBLE BAY WAR MEMORIAL,U,151.24201536158412,-33.87462394419755,118011650,Double Bay - Darling Point
141323,518348568,1,General Hospital,DOUBLE BAY DAY HOSPITAL,DOUBLE BAY DAY HOSPITAL,U,151.24392872373193,-33.87759297562831,118011650,Double Bay - Darling Point
141778,518353708,3,Historic Site,REMAINS OF BATH HOUSE AND SITE OF JETTY,REMAINS OF BATH HOUSE AND SITE OF JETTY,S,151.23929929364445,-33.86675016366545,118011650,Double Bay - Darling Point
141782,518353725,3,Historic Site,SITE OF PUBLIC WHARF (NOW OCCUPIED BY NEW WHARF),SITE OF PUBLIC WHARF (NOW OCCUPIED BY NEW WHARF),S,151.24237425291315,-33.873663525402314,118011650,Double Bay - Darling Point
160693,518461078,6,Beach,DOUBLE BAY BEACH,DOUBLE BAY BEACH,S,151.24330984109505,-33.873859666208986,118011650,Double Bay - Darling Point
2515,500295060,3,Park,RALEIGH PARK,RALEIGH PARK,U,151.21772761124734,-33.905730235955744,118021564,Kensington (NSW)
2593,500300748,3,Park,WILLS RESERVE,WILLS RESERVE,U,151.21978325755302,-33.9079919282807,118021564,Kensington (NSW)
3105,500324396,3,Golf Course,THE AUSTRALIAN GOLF COURSE,THE AUSTRALIAN GOLF COURSE,U,151.214978430508,-33.91668411181059,118021564,Kensington (NSW)
3110,500324507,3,Racecourse,RANDWICK RACECOURSE,RANDWICK RACECOURSE,U,151.23023058795056,-33.91045467414755,118021570,Randwick - South
3111,500324518,2,University,UNIVERSITY OF NEW SOUTH WALES KENSINGTON CAMPUS,UNIVERSITY OF NEW SOUTH WALES KENSINGTON CAMPUS,U,151.23082388656817,-33.91753148566523,118021564,Kensington (NSW)
26801,504379233,2,University,UNIVERSITY OF NEW SOUTH WALES RANDWICK CAMPUS,UNIVERSITY OF NEW SOUTH WALES RANDWICK CAMPUS,U,151.23477184749456,-33.906454086199595,118021569,Randwick - North
26821,504379265,3,Park,WRITTLE PARK,WRITTLE PARK,U,151.23648430861562,-33.91465752579742,118021570,Randwick - South
26834,504379283,3,Sports Field,THE VILLAGE GREEN,THE VILLAGE GREEN,U,151.22796698614815,-33.91839063817877,118021564,Kensington (NSW)
26835,504379284,3,Sports Court,,TENNIS COURTS,U,151.22710278618362,-33.9184790859965,118021564,Kensington (NSW)
26836,504379285,3,Sports Court,,TENNIS COURTS,U,151.2268615930214,-33.91770637249279,118021564,Kensington (NSW)
26846,504379306,3,Park,PAINE RESERVE,PAINE RESERVE,U,151.2356752643112,-33.92442401502498,118021570,Randwick - South
26849,504379320,1,Place Of Worship,ST GEORGE COPTIC ORTHODOX CHURCH,ST GEORGE COPTIC ORTHODOX CHURCH,U,151.2240774345798,-33.90872481460507,118021564,Kensington (NSW)
26850,504379322,1,Post Office,KENSINGTON POST OFFICE,KENSINGTON POST OFFICE,U,151.2237569812635,-33.9095691587465,118021564,Kensington (NSW)
26852,504379326,3,Park,,Park,U,151.2200347418151,-33.90619584300695,118021564,Kensington (NSW)
26854,504379328,1,Place Of Worship,ST MARTIN'S ANGLICAN CHURCH,ST MARTIN'S ANGLICAN CHURCH,U,151.2195642321171,-33.90993467370024,118021564,Kensington (NSW)
26857,504379334,1,Nursing Home,ST JOSEPHS AGED CARE FACILITY FOR RELIGIOUS,ST JOSEPHS AGED CARE FACILITY FOR RELIGIOUS,U,151.21936287384787,-33.91252838347627,118021564,Kensington (NSW)
26858,504379335,1,Convent/Monastery,KENSINGTON CONVENT,KENSINGTON CONVENT,U,151.21974996598857,-33.91298975921545,118021564,Kensington (NSW)
26859,504379336,1,Convent/Monastery,ST PAULS SEMINARY,ST PAULS SEMINARY,U,151.2203153234076,-33.91415973823588,118021564,Kensington (NSW)
26861,504379338,3,Park,KENSINGTON PARK,KENSINGTON PARK,U,151.22291184804084,-33.92003872834689,118021564,Kensington (NSW)
26863,504379342,3,Sports Court,,TENNIS COURTS,U,151.21215389818437,-33.917210879382736,118021564,Kensington (NSW)
40412,505397481,3,Park,SHAW RESERVE,SHAW RESERVE,U,151.23356249054333,-33.922114328902296,118021565,Kingsford
53138,511751704,8,Suburb,KENSINGTON,KENSINGTON,U,151.21870726628552,-33.91463207718846,118021564,Kensington (NSW)
106769,515398701,3,Park,GEORGE DAN RESERVE,GEORGE DAN RESERVE,U,151.23591990071588,-33.91180570755298,118021570,Randwick - South
108231,515679618,1,Community Facility,AUSTRALIAN JOCKEY CLUB,AUSTRALIAN JOCKEY CLUB,U,151.22920222266447,-33.90683760097757,118021570,Randwick - South
108249,515680465,1,Community Facility,CASTELLORIZIAN CLUB,CASTELLORIZIAN CLUB,U,151.22719435325715,-33.921836436885286,118021565,Kingsford
115796,517014469,2,Primary School,KENSINGTON PUBLIC SCHOOL,KENSINGTON PUBLIC SCHOOL,U,151.22506106106982,-33.909250955178514,118021564,Kensington (NSW)
115797,517014470,2,Primary School,OUR LADY OF THE ROSARY CATHOLIC PRIMARY SCHOOL,OUR LADY OF THE ROSARY CATHOLIC PRIMARY SCHOOL,U,151.22080745555454,-33.912755808599556,118021564,Kensington (NSW)
117959,517103163,1,Post Office,UNIVERSITY OF NSW POST OFFICE,UNIVERSITY OF NSW POST OFFICE,U,151.2336099727943,-33.91778613420902,118021564,Kensington (NSW)
123653,517331903,1,Embassy,CONSULATE OF GREECE,CONSULATE OF GREECE,U,151.21717197000646,-33.90768342433686,118021564,Kensington (NSW)
130731,517473274,3,Club,AUSTRALIAN GOLF CLUB (THE),AUSTRALIAN GOLF CLUB (THE),U,151.2121716201483,-33.9181514789944,118021564,Kensington (NSW)
133971,517590543,3,Park,INGRAM STREET RESERVE,INGRAM STREET RESERVE,U,151.21333968873242,-33.91096269916823,118021564,Kensington (NSW)
134002,517590632,3,Park,SIMEON PEARCE PARK,SIMEON PEARCE PARK,U,151.23630953778388,-33.922302752053525,118021570,Randwick - South
134029,517590765,1,Place Of Worship,INDONESIAN PRESBYTERIAN CHURCH,INDONESIAN PRESBYTERIAN CHURCH,U,151.22681024711636,-33.92434440562117,118021565,Kingsford
139581,518261186,4,Railway Station,KENSINGTON LIGHT RAIL STOP,KENSINGTON LIGHT RAIL STOP,U,151.22338428552345,-33.90952159547202,118021564,Kensington (NSW)
139582,518261188,4,Railway Station,KINGSFORD LIGHT RAIL STOP,KINGSFORD LIGHT RAIL STOP,U,151.22699298690307,-33.922283802044284,118021565,Kingsford
139588,518261199,4,Railway Station,UNSW ANZAC PARADE LIGHT RAIL STOP,UNSW ANZAC PARADE LIGHT RAIL STOP,U,151.22578377278396,-33.91591762835182,118021564,Kensington (NSW)
139589,518261200,4,Railway Station,UNSW HIGH STREET LIGHT RAIL STOP,UNSW HIGH STREET LIGHT RAIL STOP,U,151.2358470410581,-33.91640220338526,118021570,Randwick - South
139590,518261202,4,Railway Station,WANSEY ROAD LIGHT RAIL STOP,WANSEY ROAD LIGHT RAIL STOP,U,151.23538100407185,-33.910664986934165,118021570,Randwick - South
141140,518344574,3,Park,PHYSICS LAWN,PHYSICS LAWN,U,151.22927247271627,-33.91888409606562,118021564,Kensington (NSW)
141546,518351995,1,Nursing Home,ST BASIL'S KENSINGTON,ST BASIL'S KENSINGTON,U,151.2185152576817,-33.907839961914014,118021564,Kensington (NSW)
141566,518352143,1,Nursing Home,ST JOSEPH'S AGED CARE FACILITY KENSINGTON,ST JOSEPH'S AGED CARE FACILITY KENSINGTON,U,151.22047023967497,-33.911315592562964,118021564,Kensington (NSW)
145332,504379333,2,High School,OUR LADY OF THE SACRED HEART COLLEGE,OUR LADY OF THE SACRED HEART COLLEGE,U,151.2198366920411,-33.911717976699016,118021564,Kensington (NSW)
145333,518383810,2,Primary School,ST JOSEPH'S ROSEBERY KENSINGTON CAMPUS,ST JOSEPH'S ROSEBERY KENSINGTON CAMPUS,U,151.22025827679377,-33.91230221317672,118021564,Kensington (NSW)
147444,518400199,1,Community Facility,RANDWICK CITY COUNCIL COMMUNITY NURSERY,RANDWICK CITY COUNCIL COMMUNITY NURSERY,U,151.22418405202768,-33.92026880730354,118021565,Kingsford
154027,518439502,3,Park,,Park,U,151.22357423249366,-33.92125354492636,118021565,Kingsford
154045,504379323,3,Park,KOKODA PARK,KOKODA PARK,U,151.22495452357214,-33.907639016651544,118021564,Kensington (NSW)
154046,504379337,3,Park,FITZPATRICK PARK,FITZPATRICK PARK,U,151.22006909249333,-33.917331122348344,118021564,Kensington (NSW)
154047,504379340,3,Sports Field,KENSINGTON PARK,KENSINGTON PARK,U,151.2221118848056,-33.920365994137924,118021564,Kensington (NSW)
163641,504379327,3,Park,LES BRIDGES PLAYGROUND,LES BRIDGES PLAYGROUND,U,151.21403568814318,-33.90911609209401,118021564,Kensington (NSW)
163868,515790742,1,Nursing Home,CASTELLORIZIAN NURSING HOME,CASTELLORIZIAN NURSING HOME,U,151.2185969289141,-33.909373842590185,118021564,Kensington (NSW)
170318,504379330,1,Place Of Worship,OUR LADY OF ROSARY,OUR LADY OF ROSARY,U,151.22077707632826,-33.91326642392375,118021564,Kensington (NSW)
26848,504379313,3,Club,SOUTH SYDNEY JUNIOR RUGBY LEAGUE CLUB,SOUTH SYDNEY JUNIOR RUGBY LEAGUE CLUB,U,151.2305947496954,-33.92548087701948,118021565,Kingsford
29084,504594042,3,Park,KENSINGTON ROTARY RESERVE,KENSINGTON ROTARY RESERVE,U,151.22088254662745,-33.925053617753775,118021565,Kingsford
53131,511751594,8,Suburb,KINGSFORD,KINGSFORD,U,151.23042628952845,-33.92617057448948,118021565,Kingsford
67080,512721769,1,General Hospital,PRINCE OF WALES PRIVATE HOSPITAL,PRINCE OF WALES PRIVATE HOSPITAL,U,151.23871221586018,-33.91880724784342,118021570,Randwick - South
67112,512729261,1,General Hospital,ROYAL HOSPITAL FOR WOMEN,ROYAL HOSPITAL FOR WOMEN,U,151.2378617134071,-33.91903847364,118021570,Randwick - South
67113,512729262,1,Childrens Hospital,SYDNEY CHILDREN'S HOSPITAL,SYDNEY CHILDREN'S HOSPITAL,U,151.23828777176993,-33.91751422082422,118021570,Randwick - South
70458,512862400,1,Community Facility,HOLY TRINITY ANGLICAN CHURCH HALL,HOLY TRINITY ANGLICAN CHURCH HALL,U,151.2321895494805,-33.92677856548012,118021565,Kingsford
107269,515558859,2,Primary School,ST SPYRIDON COLLEGE JUNIOR SCHOOL CAMPUS,ST SPYRIDON COLLEGE JUNIOR SCHOOL CAMPUS,U,151.2242127010987,-33.92526538305716,118021565,Kingsford
108408,515686876,1,Place Of Worship,HOLY TRINITY ANGLICAN CHURCH,HOLY TRINITY ANGLICAN CHURCH,U,151.2319009540174,-33.92656620018047,118021565,Kingsford
108410,515686878,1,Place Of Worship,KINGSFORD CHURCH OF CHRIST,KINGSFORD CHURCH OF CHRIST,U,151.22881332940153,-33.92529773379672,118021565,Kingsford
115920,517014597,2,High School,RANDWICK BOYS HIGH SCHOOL,RANDWICK BOYS HIGH SCHOOL,U,151.238186003428,-33.92521077415201,118021570,Randwick - South
115921,517014598,2,High School,RANDWICK GIRLS HIGH SCHOOL,RANDWICK GIRLS HIGH SCHOOL,U,151.23919239861718,-33.921608805660995,118021570,Randwick - South
117055,517015819,2,Primary School,RAINBOW STREET PUBLIC SCHOOL,RAINBOW STREET PUBLIC SCHOOL,U,151.23703279657187,-33.92509156275021,118021570,Randwick - South
117219,517015996,2,Special School,SYDNEY CHILDRENS HOSPITAL SCHOOL,SYDNEY CHILDRENS HOSPITAL SCHOOL,U,151.2386253999762,-33.917597890415486,118021570,Randwick - South
117860,517099025,1,Post Office,KINGSFORD POST OFFICE,KINGSFORD POST OFFICE,U,151.22735875303897,-33.92479533923715,118021565,Kingsford
133994,517590602,3,Park,BENVENUE RESERVE,BENVENUE RESERVE,U,151.23910550188484,-33.93414751294207,118021566,Maroubra - North
139293,518254301,3,Park,INGLIS PARK,INGLIS PARK,U,151.2378231415454,-33.922058071344914,118021570,Randwick - South
139580,518261185,4,Railway Station,JUNIORS KINGSFORD LIGHT RAIL STOP,JUNIORS KINGSFORD LIGHT RAIL STOP,U,151.2294582245541,-33.92514732783593,118021565,Kingsford
147399,518400153,3,Park,HOLMES ST RESERVE,HOLMES ST RESERVE,U,151.23892095109454,-33.93314125262772,118021566,Maroubra - North
154019,518439442,3,Park,,Park,U,151.23774344301336,-33.933214488013455,118021565,Kingsford
163862,515686880,1,Place Of Worship,ST SPYRIDON GREEK ORTHODOX PARISH OF SOUTH EAST SYDNEY CHURCH,ST SPYRIDON GREEK ORTHODOX PARISH OF SOUTH EAST SYDNEY CHURCH,U,151.22459291663597,-33.92511413399973,118021565,Kingsford
2307,500267337,3,Park,LATHAM PARK,LATHAM PARK,U,151.25129786811226,-33.93515731423556,118021654,South Coogee
3027,500322363,3,Park,WALTER WILLIAMSON PARK,WALTER WILLIAMSON PARK,U,151.24474638198163,-33.937415367335944,118021566,Maroubra - North
3028,500322374,3,Park,QUARRY RESERVE,QUARRY RESERVE,U,151.2486972920771,-33.93779860413984,118021566,Maroubra - North
3029,500322407,1,Post Office,MAROUBRA POST OFFICE,MAROUBRA POST OFFICE,U,151.23845626786942,-33.93970630948576,118021568,Maroubra - West
3030,500322429,1,Place Of Worship,MAROUBRA BAPTIST CHURCH,MAROUBRA BAPTIST CHURCH,U,151.24159729104073,-33.942816514661295,118021567,Maroubra - South
26933,504379479,1,SES Facility,RANDWICK SES,RANDWICK SES,U,151.2461166873874,-33.937936856078956,118021566,Maroubra - North
26954,504379519,3,Sports Court,,TENNIS COURTS,U,151.24877249993105,-33.934872904572615,118021654,South Coogee
26955,504379520,3,Sports Field,,BOWLING GREENS,U,151.24873926136718,-33.93546639171754,118021654,South Coogee
26956,504379521,3,Club,SOUTH COOGEE BOWLING CLUB,SOUTH COOGEE BOWLING CLUB,U,151.2483997143595,-33.93568974738578,118021654,South Coogee
26957,504379522,1,Fire Station,MAROUBRA FIRE STATION,MAROUBRA FIRE STATION,U,151.24701970086045,-33.94288577035487,118021567,Maroubra - South
26958,504379523,1,Place Of Worship,ST JOHNS ANGLICAN CHURCH,ST JOHNS ANGLICAN CHURCH,U,151.2490009819319,-33.94326101150994,118021567,Maroubra - South
27197,504395212,3,Sports Centre,COOGEE SOUTH SPORTING CENTRE,COOGEE SOUTH SPORTING CENTRE,U,151.25760036999216,-33.9347668971661,118021654,South Coogee
27198,504395213,3,Park,POPPLEWELL PARK,POPPLEWELL PARK,U,151.25693768101047,-33.93464411718127,118021654,South Coogee
27200,504395215,3,Park,GOLLAN PARK,GOLLAN PARK,U,151.25486294101344,-33.93434544649146,118021654,South Coogee
27201,504395216,3,Sports Field,,FOOTBALL FIELD,U,151.25191860577021,-33.9354801969535,118021654,South Coogee
27202,504395217,3,Sports Court,POPPELWELL PARK TENNIS COURTS,POPPELWELL PARK TENNIS COURTS,U,151.2572766450116,-33.934863860263995,118021654,South Coogee
27204,504395221,3,Park,FOWLER RESERVE,FOWLER RESERVE,U,151.25534813457313,-33.93755407601124,118021654,South Coogee
